system_name...1,district,school_name,fac_schtype,system_name...5,total,out_of_school_suspension_oss,juvenile_court_referral,physical_restraint,corporal_punishment,permanent_expulsion,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Cobb County,Cobb County,Sedalia Park Elementary School,E,Cobb County,701,30,0,0,0,0,58.2,35,37,21,0,22.7,30
Cobb County,Cobb County,Eastvalley Elementary School,E,Cobb County,714,24,0,0,0,0,25.21,20,19,39,0,18.8,24
Coffee County,Coffee County,Indian Creek Elementary,E,Coffee County,658,7,0,0,2,0,81.31,16,18,61,4,10.6,9
Coffee County,Coffee County,Ambrose Elementary School,E,Coffee County,377,3,0,0,13,0,79.76,12,35,49,7,25.7,16
Coffee County,Coffee County,Coffee Middle School,M,Coffee County,1572,282,0,0,17,2,92.92,30,21,46,3,2.7,301
Coffee County,Coffee County,Wiregrass Regional College and Career Academy,H,Coffee County,190,1,0,0,0,0,81.05,24,16,58,1,2.6,1
Coffee County,Coffee County,Satilla Elementary School,E,Coffee County,533,12,0,0,48,0,85.99,36,27,33,4,17.4,60
Coffee County,Coffee County,Broxton-Mary Hayes Elementary,E,Coffee County,305,6,0,0,7,0,81.31,30,13,53,2,6.9,13
Coffee County,Coffee County,Coffee County High School,H,Coffee County,1334,182,0,0,0,4,66.34,33,19,45,3,1.5,186
Coffee County,Coffee County,Eastside Elementary School,E,Coffee County,3385,35,0,0,1,0,46.82,55,9,31,1,4.8,36
Coffee County,Coffee County,Nicholls Elementary School,E,Coffee County,307,5,0,0,41,0,81.43,20,8,63,2,4.9,46
Coffee County,Coffee County,George Washington Carver Freshman Campus,H,Coffee County,492,47,0,0,0,1,81.3,30,20,46,4,2.8,48
Coffee County,Coffee County,West Green Elementary School,E,Coffee County,307,9,0,0,18,0,81.43,8,32,55,9,17.3,27
Coffee County,Coffee County,Westside Elementary School,E,Coffee County,3186,27,0,0,17,0,93.95,49,19,29,9,12.5,44
Colquitt County,Colquitt County,Willie J. Williams Middle School,M,Colquitt County,1427,260,0,0,3,0,88.84,27,28,42,7,10.2,263
Colquitt County,Colquitt County,Colquitt County Achievement Center,H,Colquitt County,70,27,0,0,0,0,78.21,54,19,23,2,0,27
Colquitt County,Colquitt County,Doerun Elementary School,E,Colquitt County,298,33,0,0,11,0,94.97,31,17,47,2,13.8,44
Colquitt County,Colquitt County,Odom Elementary School,E,Colquitt County,559,28,0,0,0,0,94.99,13,51,32,23,42.2,28
Colquitt County,Colquitt County,Norman Park Elementary School,E,Colquitt County,564,2,0,0,0,0,94.51,9,34,54,12,28.7,2
Colquitt County,Colquitt County,Colquitt County High School,H,Colquitt County,1824,285,0,0,0,1,57.69,26,27,43,4,4.8,286
Colquitt County,Colquitt County,Funston Elementary School,E,Colquitt County,379,11,0,0,0,0,94.99,12,55,31,24,43.5,11
Colquitt County,Colquitt County,Wright Elementary School,E,Colquitt County,509,2,0,0,2,0,56.29,25,12,61,2,6.9,4
Colquitt County,Colquitt County,Stringfellow Elementary School,E,Colquitt County,244,11,0,0,0,0,94.98,65,24,8,3,16.8,11
Colquitt County,Colquitt County,CA Gray Junior High School,M,Colquitt County,1304,328,0,0,0,0,83.9,25,30,41,7,5.1,328
Colquitt County,Colquitt County,Okapilco Elementary School,E,Colquitt County,451,40,0,3,3,0,94.35,38,21,39,2,13.1,46
Colquitt County,Colquitt County,Cox Elementary School,E,Colquitt County,552,117,0,0,0,0,94.69,46,44,6,7,38.4,117
Colquitt County,Colquitt County,Hamilton Elementary School,E,Colquitt County,258,9,0,1,4,0,94.96,3,5,81,1,5.4,14
Colquitt County,Colquitt County,Sunset Elementary School,E,Colquitt County,574,38,0,0,1,0,94.95,30,19,44,4,14.6,39
Columbia County,Columbia County,Greenbrier Middle School,M,Columbia County,677,23,1,0,0,0,9.45,13,8,69,0,0.4,24
Columbia County,Columbia County,Lewiston Elementary School,E,Columbia County,718,3,0,0,0,0,16.71,16,10,63,0,1,3
Columbia County,Columbia County,Grovetown Middle School,M,Columbia County,970,165,0,0,0,0,46.6,36,17,35,0,2.9,165
Columbia County,Columbia County,River Ridge Elementary,E,Columbia County,727,2,0,0,0,0,14.03,9,9,67,0,2.3,2
Columbia County,Columbia County,Evans Middle School,M,Columbia County,1817,74,0,0,0,0,35.39,19,11,59,0,0.9,74
Columbia County,Columbia County,Stallings Island Middle School,M,Columbia County,724,20,0,0,0,0,16.57,13,6,63,0,1.1,20
Columbia County,Columbia County,Grovetown High School,H,Columbia County,2042,314,0,0,0,1,34.13,37,14,40,0,0.6,315
Columbia County,Columbia County,Westmont Elementary School,E,Columbia County,565,2,0,0,0,0,44.6,13,11,60,0,5,2
Columbia County,Columbia County,Harlem High School,H,Columbia County,1050,65,0,0,0,0,39.52,18,8,68,0,0.3,65
Columbia County,Columbia County,Evans Elementary School,E,Columbia County,759,12,0,0,0,0,29.64,16,12,59,0,1.1,12
Columbia County,Columbia County,Blue Ridge Elementary School,E,Columbia County,1574,25,0,0,0,0,36.59,16,9,54,0,3.3,25
Columbia County,Columbia County,Lakeside High School,H,Columbia County,3988,119,0,0,0,7,23.38,18,6,62,0,0.9,126
Columbia County,Columbia County,Brookwood Elementary School,E,Columbia County,2491,11,0,0,0,0,51.97,25,16,46,0,5.8,11
Columbia County,Columbia County,Stevens Creek Elementary School,E,Columbia County,849,6,0,0,0,0,15.43,9,5,62,0,5.7,6
Columbia County,Columbia County,Riverside Middle School,M,Columbia County,675,15,0,0,0,0,16.74,16,8,68,0,0.6,15
Columbia County,Columbia County,Riverside Elementary School,E,Columbia County,1654,1,0,0,0,0,16.54,17,8,68,0,1.9,1
Columbia County,Columbia County,Greenbrier High School,H,Columbia County,1653,52,0,0,0,0,9.5,15,7,70,0,0.3,52
Columbia County,Columbia County,Cedar Ridge Elementary School,E,Columbia County,1151,18,0,0,0,0,41.36,35,18,36,0,4.3,18
Columbia County,Columbia County,Baker Place Elementary,E,Columbia County,940,7,0,0,0,0,25.32,26,15,46,0,0.7,7
Columbia County,Columbia County,Harlem Middle School,M,Columbia County,807,104,0,0,0,0,42.01,18,7,69,0,0.9,104
Columbia County,Columbia County,Lakeside Middle School,M,Columbia County,1924,65,0,0,0,0,48.98,25,12,52,0,1.2,65
Columbia County,Columbia County,Greenbrier Elementary School,E,Columbia County,660,9,0,0,0,0,9.09,10,6,76,0,0.8,9
Columbia County,Columbia County,Euchee Creek Elementary School,E,Columbia County,582,15,0,0,0,0,48.11,20,13,57,0,2.1,15
Columbia County,Columbia County,Parkway Elementary School,E,Columbia County,558,0,0,0,0,0,10.75,16,9,65,0,1.6,0
Columbia County,Columbia County,Columbia Middle School,M,Columbia County,1815,65,0,0,0,0,32.94,27,13,50,0,0.8,65
Columbia County,Columbia County,Martinez Elementary School,E,Columbia County,772,2,0,0,0,0,53.11,18,9,62,0,3.9,2
Columbia County,Columbia County,North Columbia Elementary School,E,Columbia County,351,4,0,0,0,0,38.46,7,4,87,0,0,4
Columbia County,Columbia County,Evans High School,H,Columbia County,1845,180,0,0,0,0,32.74,21,10,59,0,0.7,180
Columbia County,Columbia County,North Harlem Elementary School,E,Columbia County,625,19,0,0,0,0,58.56,17,8,64,0,1,19
Columbia County,Columbia County,Grovetown Elementary School,E,Columbia County,782,20,0,0,0,0,59.85,30,22,37,0,7.7,20
Columbia County,Columbia County,South Columbia Elementary School,E,Columbia County,452,24,0,0,0,0,58.41,32,9,48,0,5.8,24
Cook County,Cook County,Cook County Middle School,M,Cook County,724,120,1,0,0,0,84.12,35,9,52,3,1.8,121
Cook County,Cook County,Cook Elementary School,E,Cook County,730,68,0,0,1,0,84.11,35,12,50,2,5.9,69
Cook County,Cook County,Cook High School,H,Cook County,861,159,0,0,0,0,52.96,34,8,52,2,1.4,159
Cook County,Cook County,Cook Primary School,E,Cook County,645,0,0,0,0,0,63.29,31,12,51,2,8.5,0
Coweta County,Coweta County,Arbor Springs Elementary,E,Coweta County,435,10,0,0,0,0,25.52,9,9,77,0,0,10
Coweta County,Coweta County,Willis Road Elementary,E,Coweta County,724,21,0,0,0,0,29.28,8,10,76,0,4.1,21
Coweta County,Coweta County,Lee Middle School,M,Coweta County,935,92,0,1,0,0,28.56,17,10,64,0,0,93
Coweta County,Coweta County,Brooks Elementary,E,Coweta County,679,8,0,0,0,0,26.07,9,10,75,0,2.8,8
Coweta County,Coweta County,White Oak Elementary School,E,Coweta County,1387,48,0,2,0,0,47.8,27,15,50,0,5.5,50
Coweta County,Coweta County,Canongate Elementary School,E,Coweta County,576,9,0,0,0,0,18.06,5,12,76,0,3.5,9
Coweta County,Coweta County,Newnan Crossing Elementary School,E,Coweta County,812,8,0,0,0,0,32.64,29,11,42,0,5.3,8
Coweta County,Coweta County,Jefferson Parkway Elementary School,E,Coweta County,444,51,0,9,0,0,83.78,43,28,21,0,12.4,60
Coweta County,Coweta County,Northgate High School,H,Coweta County,1791,133,1,0,0,0,20.6,14,8,71,0,0.5,134
Coweta County,Coweta County,Poplar Road Elementary School,E,Coweta County,584,44,0,13,0,0,47.26,28,5,62,0,0,57
Coweta County,Coweta County,Welch Elementary School,E,Coweta County,760,51,0,42,0,0,54.74,39,13,39,0,5,93
Coweta County,Coweta County,Glanton Elementary,E,Coweta County,275,28,0,0,0,0,66.55,24,2,69,0,0,28
Coweta County,Coweta County,East Coweta Middle School,M,Coweta County,754,99,1,0,0,0,40.19,19,9,70,0,0,100
Coweta County,Coweta County,Thomas Crossroads Elementary School,E,Coweta County,382,3,0,0,0,0,25.92,8,9,76,0,0,3
Coweta County,Coweta County,Madras Middle School,M,Coweta County,1115,44,0,0,0,0,25.65,14,10,68,0,0,44
Coweta County,Coweta County,Smokey Road Middle School,M,Coweta County,689,217,0,0,0,0,62.7,35,8,51,0,0,217
Coweta County,Coweta County,East Coweta High School,H,Coweta County,3194,306,0,0,0,0,32.06,25,11,56,0,0.8,306
Coweta County,Coweta County,Arnall Middle School,M,Coweta County,927,142,0,0,0,0,45.95,33,15,42,0,2.9,142
Coweta County,Coweta County,Arnco-Sargent Elementary School,E,Coweta County,357,37,0,4,0,0,66.39,15,13,68,0,8.7,41
Coweta County,Coweta County,Ruth Hill Elementary School,E,Coweta County,374,38,0,0,0,0,71.93,49,13,35,0,6.1,38
Coweta County,Coweta County,Evans Middle School,M,Coweta County,1817,132,0,0,0,0,55.92,27,11,57,0,2,132
Coweta County,Coweta County,Atkinson Elementary School,E,Coweta County,1076,10,0,51,0,0,65.5,31,13,49,0,6,61
Coweta County,Coweta County,Eastside Elementary School,E,Coweta County,3385,6,0,0,0,0,35.73,9,5,83,0,0,6
Coweta County,Coweta County,Northside Elementary School,E,Coweta County,2113,17,0,0,0,0,40.05,23,6,65,0,0,17
Coweta County,Coweta County,Elm Street Elementary School,E,Coweta County,487,16,0,6,0,0,45.38,27,10,57,0,0,22
Coweta County,Coweta County,Moreland Elementary School,E,Coweta County,456,17,0,0,0,0,47.59,13,10,74,0,3.3,17
Coweta County,Coweta County,Newnan High School,H,Coweta County,2313,481,1,0,0,0,42.76,26,7,61,0,0.7,482
Coweta County,Coweta County,Western Elementary School,E,Coweta County,384,30,0,5,0,0,66.67,41,4,50,0,0,35
Crawford County,Crawford County,Crawford County Elementary School,E,Crawford County,756,31,0,0,3,0,46.91,22,3,67,0,0.9,34
Crawford County,Crawford County,Crawford County High School,H,Crawford County,476,49,0,0,0,1,91.6,23,4,69,0,1.5,50
Crawford County,Crawford County,Crawford County Middle School,M,Crawford County,413,54,0,0,0,0,91.53,20,4,72,0,1.2,54
Crisp County,Crisp County,Crisp County Primary School,E,Crisp County,1115,94,0,0,16,0,60.45,57,6,31,1,4.2,110
Crisp County,Crisp County,Crisp County High School,H,Crisp County,1076,420,0,0,1,4,39.96,55,4,37,1,0.6,425
Crisp County,Crisp County,Crisp County Middle School,M,Crisp County,891,373,0,0,2,0,56.68,59,6,31,1,1,375
Crisp County,Crisp County,Crisp County Elementary School,E,Crisp County,635,120,0,0,0,0,58.11,62,5,29,1,2.7,120
Crisp County,Crisp County,Crisp County Pre-K,E,Crisp County,506,0,0,0,0,0,94.35,82,3,12,0,0.6,0
Dade County,Dade County,Dade Elementary School,E,Dade County,697,10,0,0,28,0,54.52,1,2,92,0,0.6,38
Dade County,Dade County,Dade County High School,H,Dade County,605,19,1,0,0,0,52.56,1,1,96,0,0.3,20
Dade County,Dade County,Davis Elementary School,E,Dade County,1188,2,0,0,1,0,61.29,0,2,94,0,0.4,3
Dade County,Dade County,Dade Middle School,M,Dade County,495,38,0,0,0,0,58.18,1,3,93,0,0,38
Dawson County,Dawson County,Kilough Elementary School,E,Dawson County,365,1,0,0,0,0,44.11,2,16,80,0,11.5,1
Dawson County,Dawson County,Dawson County Middle School,M,Dawson County,542,98,0,0,0,0,44.83,1,11,85,0,1.8,98
Dawson County,Dawson County,Dawson County Junior High,H,Dawson County,576,54,0,0,0,0,41.84,1,10,88,0,2.1,54
Dawson County,Dawson County,Riverview Elementary School,E,Dawson County,338,3,0,21,0,0,50.89,1,4,92,0,1.2,24
Dawson County,Dawson County,Robinson Elementary School,E,Dawson County,565,17,0,0,0,0,47.61,0,6,91,0,2.1,17
Dawson County,Dawson County,Dawson County High School,H,Dawson County,790,32,0,0,0,0,34.56,1,8,89,0,0.8,32
Dawson County,Dawson County,Black's Mill Elementary School,E,Dawson County,299,4,0,147,0,0,49.16,1,14,81,0,9.4,151
Decatur County,Decatur County,West Bainbridge Elementary School,E,Decatur County,553,51,0,0,1,0,93.67,50,13,32,1,9,52
Decatur County,Decatur County,New Beginning Learning Center,H,Decatur County,96,8,0,0,0,0,93.75,65,8,25,1,0,8
Decatur County,Decatur County,Potter Street Elementary School,E,Decatur County,318,35,0,0,3,0,93.71,69,11,14,2,7.9,38
Decatur County,Decatur County,Bainbridge Middle School,M,Decatur County,696,156,0,0,0,0,93.68,48,11,38,1,1.6,156
Decatur County,Decatur County,Hutto Middle School,E,Decatur County,774,149,0,0,0,0,93.67,46,11,39,2,2.8,149
Decatur County,Decatur County,Bainbridge High School,H,Decatur County,1411,115,0,0,0,0,93.69,47,11,40,1,1.7,115
Decatur County,Decatur County,John Johnson Elementary School,E,Decatur County,333,9,0,0,3,0,93.69,41,16,40,5,8.7,12
Decatur County,Decatur County,Jones-Wheat Elementary School,E,Decatur County,604,14,0,0,7,0,93.71,50,7,38,1,4.1,21
DeKalb County,DeKalb County,Narvie Harris Elementary School,E,DeKalb County,711,29,0,0,0,0,65.4,97,2,0,0,0.4,29
DeKalb County,DeKalb County,Wynbrooke Elementary School,E,DeKalb County,747,23,0,0,0,0,59.57,97,1,0,0,2.5,23
DeKalb County,DeKalb County,"Martin Luther King, Jr. High School",H,DeKalb County,1532,731,0,0,0,1,94.45,96,2,0,0,0,732
DeKalb County,DeKalb County,Miller Grove High School,H,DeKalb County,1317,454,0,1,0,0,74.11,95,2,0,0,1.3,455
DeKalb County,DeKalb County,Flat Rock Elementary School,E,DeKalb County,977,96,0,0,0,0,92.91,95,2,0,0,0.1,96
DeKalb County,DeKalb County,Princeton Elementary School,E,DeKalb County,740,42,0,0,0,0,83.92,90,6,1,0,2,42
DeKalb County,DeKalb County,DeKalb Preparatory Academy Charter,E,DeKalb County,519,12,0,0,0,0,76.69,95,2,0,0,1,12
DeKalb County,DeKalb County,Cedar Grove High School,H,DeKalb County,1120,401,1,0,0,1,90.12,96,3,0,0,0.1,403
DeKalb County,DeKalb County,Vanderlyn Elementary School,E,DeKalb County,646,4,0,0,0,0,10.88,4,6,47,0,10.8,4
DeKalb County,DeKalb County,Austin Elementary School,E,DeKalb County,668,0,0,0,0,0,11.12,2,6,61,0,7.5,0
DeKalb County,DeKalb County,Redan High School,H,DeKalb County,1002,591,0,0,0,1,74.75,93,4,1,0,0,592
DeKalb County,DeKalb County,Eldridge L. Miller Elementary School,E,DeKalb County,535,52,0,0,0,0,81.43,91,5,1,0,3.7,52
DeKalb County,DeKalb County,Panola Way Elementary School,E,DeKalb County,800,204,0,0,0,0,90.66,91,5,1,0,2.4,204
DeKalb County,DeKalb County,Peachtree Middle School,M,DeKalb County,1611,116,0,0,0,0,36.81,15,35,39,0,11.5,116
DeKalb County,DeKalb County,Pine Ridge Elementary School,E,DeKalb County,1025,69,0,0,0,0,88.63,83,10,3,0,8.6,69
DeKalb County,DeKalb County,Browns Mill Elementary School,E,DeKalb County,539,57,0,0,0,0,81.08,94,4,1,0,0.6,57
DeKalb County,DeKalb County,Chapel Hill Middle School,M,DeKalb County,2024,247,0,0,0,0,79.21,95,1,1,0,0.7,247
DeKalb County,DeKalb County,Marbut Elementary School,E,DeKalb County,659,38,0,0,0,0,83.61,97,2,0,0,1.5,38
DeKalb County,DeKalb County,Cedar Grove Middle School,M,DeKalb County,796,353,0,0,0,0,94.39,94,3,1,0,0.8,353
DeKalb County,DeKalb County,Freedom Middle School,M,DeKalb County,2259,221,0,0,0,0,57.23,55,4,3,0,41.1,221
DeKalb County,DeKalb County,Lithonia High School,H,DeKalb County,1370,403,0,1,0,0,80.15,92,6,1,0,2.1,404
DeKalb County,DeKalb County,Lithonia Middle School,M,DeKalb County,1137,574,0,1,0,0,85.66,94,5,0,0,2.1,575
DeKalb County,DeKalb County,Redan Middle School,M,DeKalb County,773,273,0,0,0,0,85.77,91,5,1,0,1.3,273
DeKalb County,DeKalb County,Dunwoody Elementary School,E,DeKalb County,1122,11,0,0,0,0,8.65,15,9,35,0,13.8,11
DeKalb County,DeKalb County,Museum School Avondale Estates,E,DeKalb County,579,9,0,0,0,0,24.18,29,6,57,0,1.4,9
DeKalb County,DeKalb County,Rockbridge Elementary School,E,DeKalb County,2057,108,0,6,0,0,93.31,82,8,1,0,11.4,114
DeKalb County,DeKalb County,Cedar Grove Elementary School,E,DeKalb County,569,3,0,2,0,0,92.86,91,6,0,0,2.6,5
DeKalb County,DeKalb County,Stone Mountain High School,H,DeKalb County,1131,368,0,1,0,0,77.01,78,8,3,0,16.3,369
DeKalb County,DeKalb County,Kittredge Magnet School,E,DeKalb County,482,3,0,0,0,0,6.43,10,6,61,0,0,3
DeKalb County,DeKalb County,Sequoyah Middle School,M,DeKalb County,2625,308,0,0,0,0,93.02,3,91,1,0,36.6,308
DeKalb County,DeKalb County,Salem Middle School,M,DeKalb County,1028,704,1,2,0,0,85.99,95,3,1,0,0.1,707
DeKalb County,DeKalb County,Shadow Rock Elementary School,E,DeKalb County,569,69,0,1,0,0,89.98,92,4,1,0,0,70
DeKalb County,DeKalb County,"Edward L. Bouie, Sr. Elementary School",E,DeKalb County,599,7,0,0,0,0,67.83,95,2,0,0,0.8,7
DeKalb County,DeKalb County,Columbia Middle School,M,DeKalb County,1815,366,0,1,0,0,40,95,2,1,0,0.7,367
DeKalb County,DeKalb County,Oakview Elementary,E,DeKalb County,763,68,0,0,0,0,84.1,93,4,1,0,1.2,68
DeKalb County,DeKalb County,Wadsworth Magnet School for High Achievers,M,DeKalb County,113,3,0,0,0,0,49.56,89,2,4,0,0,3
DeKalb County,DeKalb County,Leadership Preparatory Academy,E,DeKalb County,451,73,0,0,0,0,65.19,96,3,0,0,0,73
DeKalb County,DeKalb County,GLOBE Academy Charter School I,E,DeKalb County,903,29,0,0,0,0,12.62,26,13,49,0,2.3,29
DeKalb County,DeKalb County,Tapestry Public Charter School,H,DeKalb County,248,38,0,0,0,0,20.56,35,15,48,0,2,38
DeKalb County,DeKalb County,Fairington Elementary School,E,DeKalb County,653,59,0,0,0,0,62.5,93,2,1,0,2.5,59
DeKalb County,DeKalb County,Stephenson Middle School,M,DeKalb County,955,192,0,3,0,0,77.7,92,5,1,0,1.4,195
DeKalb County,DeKalb County,Robert Shaw Theme School,E,DeKalb County,439,11,0,0,0,0,85.42,93,2,1,0,19.8,11
DeKalb County,DeKalb County,Mary McLeod Bethune Middle School,M,DeKalb County,862,562,0,3,0,0,94.45,88,7,1,0,3.6,565
DeKalb County,DeKalb County,Chamblee Middle School,M,DeKalb County,969,39,0,0,0,0,26.52,23,19,42,0,3.5,39
DeKalb County,DeKalb County,Dekalb Early College Academy,H,DeKalb County,302,4,0,0,0,0,58.61,87,5,3,0,0,4
DeKalb County,DeKalb County,Ronald E McNair Discover Learning Academy Elementary School,E,DeKalb County,659,175,0,0,0,0,90.61,95,3,1,0,1.2,175
DeKalb County,DeKalb County,DeKalb School of the Arts,H,DeKalb County,431,0,0,0,0,0,25.06,62,2,30,0,0,0
DeKalb County,DeKalb County,Bob Mathis Elementary School,E,DeKalb County,377,14,0,0,0,0,84.1,94,2,1,0,1.1,14
DeKalb County,DeKalb County,Stephenson High School,H,DeKalb County,1443,410,0,0,0,0,67.22,93,4,1,0,0.8,410
DeKalb County,DeKalb County,DeKalb Alternative School,H,DeKalb County,161,561,0,0,0,0,85.94,84,8,4,0,2.5,561
DeKalb County,DeKalb County,East DeKalb Special Education Center,K12,DeKalb County,46,0,0,0,0,0,76.44,59,2,37,0,0,0
DeKalb County,DeKalb County,Stone Mountain Middle School,M,DeKalb County,1019,257,26,0,0,0,90.19,77,10,3,0,11.8,283
DeKalb County,DeKalb County,The Champion Middle Theme School,M,DeKalb County,802,111,0,0,0,0,66.33,98,1,0,0,1.2,111
DeKalb County,DeKalb County,Margaret Harris Comprehensive School,K12,DeKalb County,73,0,0,0,0,0,65.75,63,12,14,0,0,0
DeKalb County,DeKalb County,Stone Mill Elementary School,E,DeKalb County,559,20,0,0,0,0,90.44,81,14,2,0,12.2,20
DeKalb County,DeKalb County,Miller Grove Middle School,M,DeKalb County,862,522,0,0,0,0,88.17,94,3,0,0,2,522
DeKalb County,DeKalb County,Tucker Middle School,M,DeKalb County,1265,179,12,0,0,0,69.17,58,18,10,0,18.3,191
DeKalb County,DeKalb County,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",H,DeKalb County,1341,42,0,0,0,0,61.69,96,2,0,0,0.2,42
DeKalb County,DeKalb County,Woodridge Elementary School,E,DeKalb County,483,35,0,0,0,0,93.31,89,6,0,0,5.2,35
DeKalb County,DeKalb County,DeKalb PATH Academy Charter School,M,DeKalb County,368,12,0,0,0,0,71.26,16,77,0,0,26.6,12
DeKalb County,DeKalb County,UHS of Laurel Heights,H,DeKalb County,40,0,0,0,0,0,77.19,43,5,53,0,0,0
DeKalb County,DeKalb County,Henderson Middle School,M,DeKalb County,2320,142,6,0,0,0,55.65,23,44,26,0,9.6,148
DeKalb County,DeKalb County,International Community School,E,DeKalb County,431,6,0,1,0,0,74.71,36,4,20,0,40.6,7
DeKalb County,DeKalb County,Elizabeth Andrews High School,H,DeKalb County,454,132,1,0,0,0,72.03,78,15,2,0,15.9,133
DeKalb County,DeKalb County,Druid Hills Middle School,M,DeKalb County,987,217,0,0,0,0,53.6,46,16,24,0,12.3,217
DeKalb County,DeKalb County,DeKalb Academy of Technology and the Environment Charter School,E,DeKalb County,725,6,0,0,0,0,84.3,90,7,0,0,3,6
DeKalb County,DeKalb County,DeKalb Elementary School of the Arts,E,DeKalb County,510,3,0,0,0,0,60,93,2,4,0,1.2,3
DeKalb County,DeKalb County,Brockett Elementary School,E,DeKalb County,464,13,0,0,0,0,79.31,31,29,12,0,31.7,13
DeKalb County,DeKalb County,Chapel Hill Elementary School,E,DeKalb County,1416,60,0,2,0,0,75,94,2,1,0,1.3,62
DeKalb County,DeKalb County,Columbia Elementary School,E,DeKalb County,539,19,0,0,0,0,94.43,95,2,0,0,1.9,19
DeKalb County,DeKalb County,Dresden Elementary School,E,DeKalb County,927,0,0,0,0,0,92.66,1,95,0,0,83.4,0
DeKalb County,DeKalb County,Evansdale Elementary School,E,DeKalb County,624,9,0,0,0,0,61.38,23,39,26,0,22.1,9
DeKalb County,DeKalb County,McNair Middle School,M,DeKalb County,1553,243,0,1,0,0,92.05,95,2,1,0,1.5,244
DeKalb County,DeKalb County,Idlewood Elementary School,E,DeKalb County,941,70,0,0,0,0,93.52,76,4,3,0,39.3,70
DeKalb County,DeKalb County,Livsey Elementary School,E,DeKalb County,337,4,0,0,0,0,40.65,19,28,42,0,17.8,4
DeKalb County,DeKalb County,Tucker High School,H,DeKalb County,1757,150,0,0,0,1,62.09,63,13,9,0,16.2,151
DeKalb County,DeKalb County,Woodward Elementary School,E,DeKalb County,844,7,0,0,0,0,91.3,1,97,0,0,81.4,7
DeKalb County,DeKalb County,Peachcrest Elementary School,E,DeKalb County,895,212,0,0,0,0,58.05,90,5,1,0,3.8,212
DeKalb County,DeKalb County,John Robert Lewis Elementary School,E,DeKalb County,358,7,0,0,0,0,94.69,3,96,0,0,80.2,7
DeKalb County,DeKalb County,Barack H. Obama Elementary Magnet School of Technology,E,DeKalb County,938,94,0,2,0,0,92.83,94,4,0,0,2.3,96
DeKalb County,DeKalb County,Allgood Elementary School,E,DeKalb County,1415,19,0,0,0,0,84.6,80,6,1,0,16.6,19
DeKalb County,DeKalb County,Columbia High School,H,DeKalb County,958,335,0,0,0,0,92.81,96,2,0,0,0,335
DeKalb County,DeKalb County,Druid Hills High School,H,DeKalb County,1325,147,0,0,0,0,41.96,41,14,28,0,8.2,147
DeKalb County,DeKalb County,Fernbank Elementary School,E,DeKalb County,760,2,0,0,0,0,42.76,18,34,34,0,27.6,2
DeKalb County,DeKalb County,Henderson Mill Elementary School,E,DeKalb County,533,10,0,0,0,0,61.16,23,45,20,0,33.6,10
DeKalb County,DeKalb County,Indian Creek Elementary School,E,DeKalb County,908,14,0,0,0,0,5.2,31,2,5,0,76.8,14
DeKalb County,DeKalb County,McLendon Elementary School,E,DeKalb County,410,12,0,0,0,0,57.7,46,18,9,0,36.8,12
DeKalb County,DeKalb County,Midvale Elementary School,E,DeKalb County,393,14,0,0,0,0,55.98,42,21,26,0,17.6,14
DeKalb County,DeKalb County,Cary Reynolds Elementary School,E,DeKalb County,746,16,0,0,0,0,94.5,5,83,0,0,71.4,16
DeKalb County,DeKalb County,Stone Mountain Elementary School,E,DeKalb County,493,135,0,0,0,0,93.31,85,7,2,0,7.1,135
DeKalb County,DeKalb County,Ashford Park Elementary School,E,DeKalb County,609,7,0,0,0,0,15.44,13,13,61,0,4.8,7
DeKalb County,DeKalb County,Briarlake Elementary School,E,DeKalb County,396,5,0,0,0,0,30.56,33,14,40,0,6.3,5
DeKalb County,DeKalb County,Canby Lane Elementary School,E,DeKalb County,477,97,0,0,0,0,70.82,88,7,1,0,3.6,97
DeKalb County,DeKalb County,Chesnut Elementary School,E,DeKalb County,423,10,0,0,0,0,37.12,29,27,29,0,15.6,10
DeKalb County,DeKalb County,Dunaire Elementary School,E,DeKalb County,473,16,0,0,0,0,93.27,69,4,7,0,36.4,16
DeKalb County,DeKalb County,Flat Shoals Elementary School,E,DeKalb County,1248,73,0,0,0,0,61.69,95,2,0,0,0.7,73
DeKalb County,DeKalb County,Hambrick Elementary School,E,DeKalb County,558,23,0,0,0,0,92.11,65,10,6,0,22,23
DeKalb County,DeKalb County,Jolly Elementary School,E,DeKalb County,635,18,0,1,0,0,17.88,45,6,7,0,57.5,19
DeKalb County,DeKalb County,Lakeside High School,H,DeKalb County,3988,163,0,0,0,0,38.23,24,33,33,0,7.6,163
DeKalb County,DeKalb County,Oak Grove Elementary School,E,DeKalb County,1406,2,0,0,0,0,8.19,9,8,62,0,2.3,2
DeKalb County,DeKalb County,Pleasantdale Elementary School,E,DeKalb County,640,15,0,0,0,0,89.38,26,66,2,0,45,15
DeKalb County,DeKalb County,Rock Chapel Elementary School,E,DeKalb County,488,19,0,0,0,0,87.09,89,5,2,0,0.8,19
DeKalb County,DeKalb County,Smoke Rise Elementary School,E,DeKalb County,384,3,0,0,0,0,72.4,48,30,7,0,30.2,3
DeKalb County,DeKalb County,Toney Elementary School,E,DeKalb County,296,62,0,0,0,0,72.41,91,4,2,0,1.7,62
